Gene	RegionStart	RegionStop	GeneStart	GeneStop	Feature	FeatureStart	FeatureStop	PeakIntensity
ANGPT1	-20000	268545	0	248545	H3K4me3	-277	1409	451
ANGPT1	-20000	268545	0	248545	H3K27me3	-50	210	684
ANGPT1	-20000	268545	0	248545	H3K9ac	10800	11322	455
ANGPT1	-20000	268545	0	248545	H3K9ac	376	793	610
ANGPT1	-20000	268545	0	248545	H3K27me3	-10131	-9042	360
ANGPT1	-20000	268545	0	248545	H3K4me3	68298	69069	366
ANGPT1	-20000	268545	0	248545	H3K27me3	86	214	799
ANGPT1	-20000	268545	0	248545	H3K27me3	278	841	587
ANKRD1	-20000	29176	0	9176	H3K4me3	-9798	-8373	324
ARIH2	-20000	86691	0	66691	H3K9ac	-1471	1749	733
ARIH2	-20000	86691	0	66691	H3K36me3	58903	59118	769
ARIH2	-20000	86691	0	66691	H3K36me3	57667	57987	773
ARIH2	-20000	86691	0	66691	H3K36me3	62917	63132	769
ARIH2	-20000	86691	0	66691	H3K4me3	69409	73762	758
ARIH2	-20000	86691	0	66691	H3K4me3	-1631	2132	813
ARIH2	-20000	86691	0	66691	H3K36me3	62837	62944	1000
ARIH2	-20000	86691	0	66691	H3K9ac	69530	73669	836
ARIH2	-20000	86691	0	66691	H3K36me3	59873	62140	668
ASH2L	-20000	54588	0	34588	H3K9ac	-1891	1614	1000
ASH2L	-20000	54588	0	34588	H3K9ac	30338	30451	887
ASH2L	-20000	54588	0	34588	H3K9ac	30346	30551	662
ASH2L	-20000	54588	0	34588	H3K36me3	18008	18242	979
ASH2L	-20000	54588	0	34588	H3K4me3	1468	1735	471
ASH2L	-20000	54588	0	34588	H3K9ac	45247	45591	806
ASH2L	-20000	54588	0	34588	H3K9ac	-17700	-12518	292
ASH2L	-20000	54588	0	34588	H3K36me3	21395	21505	1000
ASH2L	-20000	54588	0	34588	H3K4me3	-1330	1124	1000
ASH2L	-20000	54588	0	34588	H3K4me3	-15415	-14805	382
ASH2L	-20000	54588	0	34588	H3K36me3	-4866	43596	369
ASH2L	-20000	54588	0	34588	H3K27me3	44896	45626	434
ASH2L	-20000	54588	0	34588	H3K4me3	44993	45730	607
ATXN1	-20000	482379	0	462379	H3K9ac	-580	-414	748
ATXN1	-20000	482379	0	462379	H3K27me3	1644	3339	568
ATXN1	-20000	482379	0	462379	H3K9ac	1244	1778	567
ATXN1	-20000	482379	0	462379	H3K9ac	125310	125826	441
ATXN1	-20000	482379	0	462379	H3K9ac	135472	135727	534
ATXN1	-20000	482379	0	462379	H3K27me3	-1967	-214	542
ATXN1	-20000	482379	0	462379	H3K9ac	457973	458606	412
ATXN1	-20000	482379	0	462379	H3K4me3	-2456	3508	613
ATXN1	-20000	482379	0	462379	H3K4me3	429393	429542	542
ATXN1	-20000	482379	0	462379	H3K4me3	429653	429855	498
ATXN1	-20000	482379	0	462379	H3K4me3	429781	429895	606
ATXN1	-20000	482379	0	462379	H3K9ac	346878	357104	274
B2M	-20000	26673	0	6673	H3K4me3	16663	18899	824
B2M	-20000	26673	0	6673	H3K36me3	3377	7704	441
B2M	-20000	26673	0	6673	H3K9ac	17562	18062	823
B2M	-20000	26673	0	6673	H3K9ac	17079	17398	866
B2M	-20000	26673	0	6673	H3K9ac	-1532	1638	631
B2M	-20000	26673	0	6673	H3K27me3	132	1818	552
B2M	-20000	26673	0	6673	H3K4me3	-1693	1912	698
BAX	-20000	26939	0	6939	H3K4me3	7984	12656	726
BAX	-20000	26939	0	6939	H3K4me3	-1238	2027	558
BAX	-20000	26939	0	6939	H3K9ac	14516	14639	665
BAX	-20000	26939	0	6939	H3K9ac	7628	12237	607
BAX	-20000	26939	0	6939	H3K9ac	-955	1861	664
BAX	-20000	26939	0	6939	H3K36me3	11415	12320	681
BAX	-20000	26939	0	6939	H3K36me3	6169	6388	706
BAX	-20000	26939	0	6939	H3K36me3	2274	2443	868
BAX	-20000	26939	0	6939	H3K36me3	1149	1919	743
BDNF	-20000	87164	0	67164	H3K4me3	19127	26626	682
BDNF	-20000	87164	0	67164	H3K36me3	42006	47030	306
BDNF	-20000	87164	0	67164	H3K9ac	491	798	716
BDNF	-20000	87164	0	67164	H3K9ac	-1260	155	692
BDNF	-20000	87164	0	67164	H3K27me3	18794	21300	955
BDNF	-20000	87164	0	67164	H3K4me3	86854	87072	490
BDNF	-20000	87164	0	67164	H3K4me3	86433	86557	627
BDNF	-20000	87164	0	67164	H3K9ac	63618	63719	883
BDNF	-20000	87164	0	67164	H3K4me3	-2203	5249	705
BDNF	-20000	87164	0	67164	H3K9ac	22991	23329	572
BDNF	-20000	87164	0	67164	H3K9ac	21605	22822	628
BDNF	-20000	87164	0	67164	H3K9ac	21079	21303	647
BDNF	-20000	87164	0	67164	H3K27me3	22029	22270	636
BDNF	-20000	87164	0	67164	H3K9ac	1974	4471	878
BDNF	-20000	87164	0	67164	H3K27me3	-2608	-2402	676
BDNF	-20000	87164	0	67164	H3K9ac	75051	76314	351
BDNF	-20000	87164	0	67164	H3K9ac	24264	25826	369
BDNF	-20000	87164	0	67164	H3K36me3	58716	70237	312
BDNF	-20000	87164	0	67164	H3K27me3	-1917	-1674	835
BDNF	-20000	87164	0	67164	H3K27me3	-559	-400	773
BDNF	-20000	87164	0	67164	H3K27me3	-167	2033	1000
BEX1	-20000	21588	0	1588	H3K4me3	-1202	2142	539
BEX1	-20000	21588	0	1588	H3K9ac	870	1084	650
BEX1	-20000	21588	0	1588	H3K9ac	-344	769	917
BGN	-20000	34658	0	14658	H3K4me3	23131	23233	847
BGN	-20000	34658	0	14658	H3K4me3	22808	22966	850
BGN	-20000	34658	0	14658	H3K9ac	5404	6612	365
BGN	-20000	34658	0	14658	H3K4me3	22225	22531	594
BGN	-20000	34658	0	14658	H3K9ac	-17323	-17190	801
BGN	-20000	34658	0	14658	H3K27me3	-5817	5241	297
BGN	-20000	34658	0	14658	H3K27me3	-925	-638	637
BGN	-20000	34658	0	14658	H3K27me3	162	688	448
BGN	-20000	34658	0	14658	H3K27me3	8640	31971	428
BGN	-20000	34658	0	14658	H3K27me3	21293	21605	896
BGN	-20000	34658	0	14658	H3K27me3	21739	22703	962
BGN	-20000	34658	0	14658	H3K4me3	49	718	404
BGN	-20000	34658	0	14658	H3K27me3	22781	24900	1000
BGN	-20000	34658	0	14658	H3K4me3	23506	23785	579
BGN	-20000	34658	0	14658	H3K9ac	16457	17706	372
BMP2	-20000	32166	0	12166	H3K4me3	-3503	-2990	380
BMP2	-20000	32166	0	12166	H3K36me3	4445	4965	532
BMP2	-20000	32166	0	12166	H3K9ac	-147	17	768
BMP2	-20000	32166	0	12166	H3K9ac	1980	2520	453
BMP2	-20000	32166	0	12166	H3K36me3	10515	10731	899
BMP2	-20000	32166	0	12166	H3K4me3	-1737	3578	682
BMP2	-20000	32166	0	12166	H3K27me3	-961	4256	622
BMP4	-20000	27100	0	7100	H3K4me3	-1060	6095	714
BMP4	-20000	27100	0	7100	H3K4me3	-7744	-5952	471
BMP4	-20000	27100	0	7100	H3K9ac	-14876	15569	286
BMP4	-20000	27100	0	7100	H3K4me3	8242	11455	421
BMP4	-20000	27100	0	7100	H3K27me3	-13224	17276	751
BMP4	-20000	27100	0	7100	H3K9ac	3485	4406	441
BMP4	-20000	27100	0	7100	H3K9ac	13062	13262	646
BMP4	-20000	27100	0	7100	H3K9ac	-6810	-6576	761
BMP4	-20000	27100	0	7100	H3K9ac	-6920	-6813	870
BMP4	-20000	27100	0	7100	H3K9ac	195	707	464
BMP6	-20000	174951	0	154951	H3K27me3	-4486	4027	1000
BMP6	-20000	174951	0	154951	H3K9ac	-2306	4643	281
BMP6	-20000	174951	0	154951	H3K4me3	-1573	3165	488
BNIP3	-20000	34232	0	14232	H3K4me3	-16631	-15170	315
BNIP3	-20000	34232	0	14232	H3K4me3	1455	1670	504
BNIP3	-20000	34232	0	14232	H3K4me3	64	1270	802
BNIP3	-20000	34232	0	14232	H3K36me3	24825	25059	883
BNIP3	-20000	34232	0	14232	H3K36me3	25919	26255	856
BNIP3	-20000	34232	0	14232	H3K4me3	-5421	7001	336
BNIP3	-20000	34232	0	14232	H3K27me3	-2177	-1895	690
BNIP3	-20000	34232	0	14232	H3K27me3	-1660	-243	802
BNIP3	-20000	34232	0	14232	H3K27me3	579	782	583
BNIP3	-20000	34232	0	14232	H3K27me3	-7077	6759	351
BNIP3	-20000	34232	0	14232	H3K9ac	33	1238	497
BNIP3	-20000	34232	0	14232	H3K4me3	-808	-546	602
BNIP3	-20000	34232	0	14232	H3K36me3	12352	12577	911
BNIP3	-20000	34232	0	14232	H3K36me3	12916	13059	948
BNIP3	-20000	34232	0	14232	H3K4me3	-346	-180	561
BRCA1	-20000	146109	0	126109	H3K36me3	100453	101839	390
BRCA1	-20000	146109	0	126109	H3K4me3	135095	137129	331
BRCA1	-20000	146109	0	126109	H3K4me3	43157	46883	710
BRCA1	-20000	146109	0	126109	H3K4me3	-2544	2286	922
BRCA1	-20000	146109	0	126109	H3K9ac	127278	127509	636
BRCA1	-20000	146109	0	126109	H3K36me3	69357	89175	348
BRCA1	-20000	146109	0	126109	H3K36me3	-9958	-9264	476
BRCA1	-20000	146109	0	126109	H3K9ac	43237	46720	670
BRCA1	-20000	146109	0	126109	H3K9ac	26689	26900	566
BRCA1	-20000	146109	0	126109	H3K9ac	-2244	2213	772
BRCA1	-20000	146109	0	126109	H3K9ac	135140	136968	447
BRCA1	-20000	146109	0	126109	H3K36me3	140773	142897	424
BRCA1	-20000	146109	0	126109	H3K36me3	41722	41840	985
BRCA1	-20000	146109	0	126109	H3K9ac	141491	143547	358
BRCA1	-20000	146109	0	126109	H3K36me3	95720	96250	516
BRCA1	-20000	146109	0	126109	H3K36me3	60591	61233	489
BRCA1	-20000	146109	0	126109	H3K36me3	109450	129787	316
BRCA1	-20000	146109	0	126109	H3K36me3	99027	100037	489
BRCA1	-20000	146109	0	126109	H3K36me3	80085	80337	697
BRCA1	-20000	146109	0	126109	H3K36me3	87941	88163	735
BRCA1	-20000	146109	0	126109	H3K9ac	134201	134443	576
BRCA1	-20000	146109	0	126109	H3K9ac	134174	134324	690
CALCR	-20000	170244	0	150244	H3K4me3	97405	97618	493
CALCR	-20000	170244	0	150244	H3K4me3	-2049	1381	640
CALCR	-20000	170244	0	150244	H3K27me3	-3626	2972	842
CALCR	-20000	170244	0	150244	H3K9ac	-1363	-1160	649
CBX2	-20000	29473	0	9473	H3K9ac	-2197	2401	573
CBX2	-20000	29473	0	9473	H3K9ac	-8572	-8227	542
CBX2	-20000	29473	0	9473	H3K4me3	22435	22677	638
CBX2	-20000	29473	0	9473	H3K4me3	19977	20123	607
CBX2	-20000	29473	0	9473	H3K36me3	788	8202	503
CBX2	-20000	29473	0	9473	H3K4me3	14809	15016	510
CBX2	-20000	29473	0	9473	H3K9ac	18584	18970	859
CBX2	-20000	29473	0	9473	H3K9ac	6544	12218	286
CBX3	-20000	32397	0	12397	H3K36me3	7243	7391	990
CBX3	-20000	32397	0	12397	H3K9ac	-13367	-12947	578
CBX3	-20000	32397	0	12397	H3K9ac	-13685	-13513	698
CBX3	-20000	32397	0	12397	H3K9ac	-13683	-13413	578
CBX3	-20000	32397	0	12397	H3K36me3	-16157	-15883	673
CBX3	-20000	32397	0	12397	H3K36me3	-13269	-814	765
CBX3	-20000	32397	0	12397	H3K36me3	7609	11619	604
CBX3	-20000	32397	0	12397	H3K9ac	-4828	3673	1000
CBX3	-20000	32397	0	12397	H3K4me3	-6807	5132	916
CBX3	-20000	32397	0	12397	H3K9ac	-12702	-12529	763
CBX3	-20000	32397	0	12397	H3K36me3	5193	5341	990
CBX3	-20000	32397	0	12397	H3K36me3	5535	6366	949
CBX4	-20000	26259	0	6259	H3K4me3	-482	-189	465
CBX4	-20000	26259	0	6259	H3K4me3	201	4745	469
CBX4	-20000	26259	0	6259	H3K4me3	-6194	-3254	394
CBX4	-20000	26259	0	6259	H3K9ac	-2106	4337	285
CBX4	-20000	26259	0	6259	H3K4me3	6928	7388	498
CBX6	-20000	28011	0	8011	H3K9ac	11249	11504	643
CBX6	-20000	28011	0	8011	H3K9ac	591	798	822
CBX6	-20000	28011	0	8011	H3K9ac	408	552	910
CBX6	-20000	28011	0	8011	H3K9ac	7228	7462	898
CBX6	-20000	28011	0	8011	H3K9ac	-5771	16427	356
CBX6	-20000	28011	0	8011	H3K9ac	-1023	281	971
CBX6	-20000	28011	0	8011	H3K9ac	-9506	-9295	674
CBX6	-20000	28011	0	8011	H3K4me3	-2145	2222	676
CBX6	-20000	28011	0	8011	H3K4me3	8699	14314	274
CBX6	-20000	28011	0	8011	H3K36me3	-2149	12042	342
CBX6	-20000	28011	0	8011	H3K9ac	7584	7760	856
CBX6	-20000	28011	0	8011	H3K27me3	24170	24674	463
CBX7	-20000	41760	0	21760	H3K9ac	19267	19770	479
CBX7	-20000	41760	0	21760	H3K27me3	32502	40079	287
CBX7	-20000	41760	0	21760	H3K4me3	-1341	-155	734
CBX7	-20000	41760	0	21760	H3K4me3	217	458	645
CBX7	-20000	41760	0	21760	H3K4me3	5391	8909	636
CBX7	-20000	41760	0	21760	H3K4me3	27675	28682	331
CBX7	-20000	41760	0	21760	H3K9ac	40679	41728	385
CBX7	-20000	41760	0	21760	H3K27me3	-3047	287	681
CBX7	-20000	41760	0	21760	H3K9ac	-17662	-17478	748
CBX7	-20000	41760	0	21760	H3K9ac	-1444	-124	481
CBX7	-20000	41760	0	21760	H3K9ac	2765	4270	461
CBX7	-20000	41760	0	21760	H3K9ac	5775	8122	617
CBX7	-20000	41760	0	21760	H3K9ac	10604	10707	1000
CBX7	-20000	41760	0	21760	H3K9ac	13865	13991	903
CBX7	-20000	41760	0	21760	H3K9ac	-5149	15282	335
CBX7	-20000	41760	0	21760	H3K27me3	7531	8139	441
CBX7	-20000	41760	0	21760	H3K9ac	20749	21277	464
CBX7	-20000	41760	0	21760	H3K9ac	41491	41726	622
CBX7	-20000	41760	0	21760	H3K9ac	37166	37709	456
CBX7	-20000	41760	0	21760	H3K9ac	25632	25892	606
CBX7	-20000	41760	0	21760	H3K9ac	29392	29544	964
CBX7	-20000	41760	0	21760	H3K4me3	37186	38463	327
CBX8	-20000	22740	0	2740	H3K9ac	-12535	-12432	828
CBX8	-20000	22740	0	2740	H3K9ac	-14904	-14774	694
CCNA2	-20000	27490	0	7490	H3K4me3	-1379	2462	922
CCNA2	-20000	27490	0	7490	H3K9ac	-1346	2055	1000
CCNA2	-20000	27490	0	7490	H3K4me3	20820	23965	746
CCNA2	-20000	27490	0	7490	H3K36me3	-10901	25845	433
CCNA2	-20000	27490	0	7490	H3K9ac	21401	23603	1000
CCNB1	-20000	31234	0	11234	H3K36me3	25070	25189	1000
CCNB1	-20000	31234	0	11234	H3K4me3	20851	24373	859
CCNB1	-20000	31234	0	11234	H3K36me3	26352	26623	950
CCNB1	-20000	31234	0	11234	H3K9ac	-1280	2300	897
CCNB1	-20000	31234	0	11234	H3K36me3	25194	25494	875
CCNB1	-20000	31234	0	11234	H3K4me3	-968	2350	852
CCNB1	-20000	31234	0	11234	H3K9ac	21564	23790	1000
CCNB1	-20000	31234	0	11234	H3K36me3	27771	27965	966
CCNB1	-20000	31234	0	11234	H3K36me3	24833	24950	1000
CCNB1	-20000	31234	0	11234	H3K36me3	15	11846	592
CCNC	-20000	46428	0	26428	H3K36me3	22270	22380	1000
CCNC	-20000	46428	0	26428	H3K36me3	22444	22560	1000
CCNC	-20000	46428	0	26428	H3K9ac	-511	1626	1000
CCNC	-20000	46428	0	26428	H3K4me3	-595	1836	1000
CCND1	-20000	33370	0	13370	H3K9ac	2017	2288	547
CCND1	-20000	33370	0	13370	H3K36me3	25175	27319	413
CCND1	-20000	33370	0	13370	H3K36me3	29911	31545	538
CCND1	-20000	33370	0	13370	H3K9ac	27960	28841	428
CCND1	-20000	33370	0	13370	H3K36me3	2059	14137	524
CCND1	-20000	33370	0	13370	H3K27me3	-6906	-2368	658
CCND1	-20000	33370	0	13370	H3K9ac	26806	27525	429
CCND1	-20000	33370	0	13370	H3K9ac	16302	17894	450
CCND1	-20000	33370	0	13370	H3K27me3	-1308	-140	367
CCND1	-20000	33370	0	13370	H3K9ac	-1857	-1737	863
CCND1	-20000	33370	0	13370	H3K9ac	-4487	-4278	731
CCND1	-20000	33370	0	13370	H3K9ac	-1169	1494	947
CCND1	-20000	33370	0	13370	H3K9ac	6312	6545	675
CCND1	-20000	33370	0	13370	H3K9ac	-4110	-2183	707
CCND1	-20000	33370	0	13370	H3K4me3	-5563	3278	591
CCND1	-20000	33370	0	13370	H3K9ac	-9378	11446	437
CCND2	-20000	51621	0	31621	H3K9ac	-837	-722	765
CCND2	-20000	51621	0	31621	H3K27me3	-6948	516	561
CCND2	-20000	51621	0	31621	H3K27me3	45433	45640	641
CCND2	-20000	51621	0	31621	H3K9ac	-1235	-964	697
CCND2	-20000	51621	0	31621	H3K4me3	-6065	4542	692
CCND2	-20000	51621	0	31621	H3K4me3	33420	34702	391
CCND2	-20000	51621	0	31621	H3K4me3	45825	49577	694
CCND2	-20000	51621	0	31621	H3K9ac	45893	48981	645
CCND2	-20000	51621	0	31621	H3K9ac	33431	35082	438
CCND2	-20000	51621	0	31621	H3K36me3	-5949	42129	455
CCND2	-20000	51621	0	31621	H3K9ac	-2421	-2187	734
CCND2	-20000	51621	0	31621	H3K9ac	-7869	26238	350
CCND2	-20000	51621	0	31621	H3K36me3	50296	51130	510
CCND2	-20000	51621	0	31621	H3K9ac	-408	3410	772
CCND3	-20000	133940	0	113940	H3K9ac	105862	111156	458
CCND3	-20000	133940	0	113940	H3K9ac	125247	129527	1000
CCND3	-20000	133940	0	113940	H3K4me3	-577	1141	678
CCND3	-20000	133940	0	113940	H3K4me3	-2635	-1453	1000
CCND3	-20000	133940	0	113940	H3K4me3	109180	109284	643
CCND3	-20000	133940	0	113940	H3K36me3	-19742	-19453	989
