Gene	RegionStart	RegionStop	GeneStart	GeneStop	Feature	FeatureStart	FeatureStop	PeakIntensity
ALCAM	-20000	230201	0	210201	exon	696	769	0
ALDH7A1	-20000	73550	0	53550	exon	0	192	0
ALDH7A1	-20000	73550	0	53550	exon	11378	11459	0
ALDH7A1	-20000	73550	0	53550	exon	12416	12540	0
ALDH7A1	-20000	73550	0	53550	exon	18179	18312	0
ALDH7A1	-20000	73550	0	53550	exon	192	384	0
ALDH7A1	-20000	73550	0	53550	exon	1986	2040	0
ALDH7A1	-20000	73550	0	53550	exon	19926	19971	0
ALDH7A1	-20000	73550	0	53550	exon	24531	24609	0
ALDH7A1	-20000	73550	0	53550	exon	2661	2727	0
ALDH7A1	-20000	73550	0	53550	exon	27034	27132	0
ALDH7A1	-20000	73550	0	53550	exon	34266	34308	0
ALDH7A1	-20000	73550	0	53550	exon	36056	36151	0
ALDH7A1	-20000	73550	0	53550	exon	39375	39460	0
ALDH7A1	-20000	73550	0	53550	exon	40997	41104	0
ALDH7A1	-20000	73550	0	53550	exon	43253	43370	0
ALDH7A1	-20000	73550	0	53550	exon	45097	45195	0
ALDH7A1	-20000	73550	0	53550	exon	45388	45462	0
ALDH7A1	-20000	73550	0	53550	exon	48991	49067	0
ALDH7A1	-20000	73550	0	53550	exon	50371	50426	0
ALDH7A1	-20000	73550	0	53550	exon	50426	53550	0
ANGPT1	-20000	268545	0	248545	exon	0	468	0
ANGPT1	-20000	268545	0	248545	exon	150929	151085	0
ANGPT1	-20000	268545	0	248545	exon	161755	161877	0
ANGPT1	-20000	268545	0	248545	exon	175898	176131	0
ANGPT1	-20000	268545	0	248545	exon	194659	194787	0
ANGPT1	-20000	268545	0	248545	exon	203989	204091	0
ANGPT1	-20000	268545	0	248545	exon	213178	213345	0
ANGPT1	-20000	268545	0	248545	exon	233675	233806	0
ANGPT1	-20000	268545	0	248545	exon	246011	246172	0
ANGPT1	-20000	268545	0	248545	exon	246172	248545	0
ANGPT1	-20000	268545	0	248545	exon	468	765	0
ANKRD1	-20000	29176	0	9176	exon	0	248	0
ANKRD1	-20000	29176	0	9176	exon	2007	2145	0
ANKRD1	-20000	29176	0	9176	exon	2303	2411	0
ANKRD1	-20000	29176	0	9176	exon	248	275	0
ANKRD1	-20000	29176	0	9176	exon	3445	3544	0
ANKRD1	-20000	29176	0	9176	exon	5006	5105	0
ANKRD1	-20000	29176	0	9176	exon	5395	5494	0
ANKRD1	-20000	29176	0	9176	exon	5634	5733	0
ANKRD1	-20000	29176	0	9176	exon	8299	8410	0
ANKRD1	-20000	29176	0	9176	exon	8410	9176	0
ANKRD1	-20000	29176	0	9176	exon	927	1107	0
ARIH2	-20000	86691	0	66691	exon	0	151	0
ARIH2	-20000	86691	0	66691	exon	3900	3964	0
ARIH2	-20000	86691	0	66691	exon	42764	42832	0
ARIH2	-20000	86691	0	66691	exon	46071	46135	0
ARIH2	-20000	86691	0	66691	exon	48277	48428	0
ARIH2	-20000	86691	0	66691	exon	49686	49808	0
ARIH2	-20000	86691	0	66691	exon	51747	51857	0
ARIH2	-20000	86691	0	66691	exon	54851	54969	0
ARIH2	-20000	86691	0	66691	exon	55969	56020	0
ARIH2	-20000	86691	0	66691	exon	56110	56132	0
ARIH2	-20000	86691	0	66691	exon	60634	60786	0
ARIH2	-20000	86691	0	66691	exon	61505	61649	0
ARIH2	-20000	86691	0	66691	exon	62812	62881	0
ARIH2	-20000	86691	0	66691	exon	64048	64132	0
ARIH2	-20000	86691	0	66691	exon	64351	64423	0
ARIH2	-20000	86691	0	66691	exon	64423	66691	0
ARIH2	-20000	86691	0	66691	exon	8614	8711	0
ARIH2	-20000	86691	0	66691	exon	8711	8966	0
ASH2L	-20000	54588	0	34588	exon	0	58	0
ASH2L	-20000	54588	0	34588	exon	11157	11233	0
ASH2L	-20000	54588	0	34588	exon	13777	13871	0
ASH2L	-20000	54588	0	34588	exon	1528	1674	0
ASH2L	-20000	54588	0	34588	exon	15439	15657	0
ASH2L	-20000	54588	0	34588	exon	22798	22966	0
ASH2L	-20000	54588	0	34588	exon	23265	23459	0
ASH2L	-20000	54588	0	34588	exon	27961	28054	0
ASH2L	-20000	54588	0	34588	exon	30175	30274	0
ASH2L	-20000	54588	0	34588	exon	33323	33383	0
ASH2L	-20000	54588	0	34588	exon	33471	33579	0
ASH2L	-20000	54588	0	34588	exon	33579	34588	0
ASH2L	-20000	54588	0	34588	exon	4886	4975	0
ASH2L	-20000	54588	0	34588	exon	5246	5341	0
ASH2L	-20000	54588	0	34588	exon	58	246	0
ASH2L	-20000	54588	0	34588	exon	8699	8795	0
ASH2L	-20000	54588	0	34588	exon	885	952	0
ASH2L	-20000	54588	0	34588	exon	9412	9508	0
ATXN1	-20000	482379	0	462379	exon	0	193	0
ATXN1	-20000	482379	0	462379	exon	103589	103715	0
ATXN1	-20000	482379	0	462379	exon	175583	175711	0
ATXN1	-20000	482379	0	462379	exon	238802	238864	0
ATXN1	-20000	482379	0	462379	exon	275381	275519	0
ATXN1	-20000	482379	0	462379	exon	433020	433180	0
ATXN1	-20000	482379	0	462379	exon	433180	435097	0
ATXN1	-20000	482379	0	462379	exon	454631	455162	0
ATXN1	-20000	482379	0	462379	exon	455162	462379	0
ATXN1	-20000	482379	0	462379	exon	7399	7448	0
ATXN1	-20000	482379	0	462379	exon	8143	8258	0
B2M	-20000	26673	0	6673	exon	0	60	0
B2M	-20000	26673	0	6673	exon	3936	4215	0
B2M	-20000	26673	0	6673	exon	4842	4856	0
B2M	-20000	26673	0	6673	exon	4856	4870	0
B2M	-20000	26673	0	6673	exon	60	127	0
B2M	-20000	26673	0	6673	exon	6120	6673	0
BAX	-20000	26939	0	6939	exon	0	103	0
BAX	-20000	26939	0	6939	exon	1338	1474	0
BAX	-20000	26939	0	6939	exon	5379	5477	0
BAX	-20000	26939	0	6939	exon	5950	6055	0
BAX	-20000	26939	0	6939	exon	6672	6939	0
BAX	-20000	26939	0	6939	exon	688	740	0
BAX	-20000	26939	0	6939	exon	827	974	0
BDNF	-20000	87164	0	67164	exon	0	644	0
BDNF	-20000	87164	0	67164	exon	63473	64238	0
BDNF	-20000	87164	0	67164	exon	64238	67164	0
BDNF	-20000	87164	0	67164	exon	644	647	0
BEX1	-20000	21588	0	1588	exon	0	145	0
BEX1	-20000	21588	0	1588	exon	1344	1588	0
BEX1	-20000	21588	0	1588	exon	509	599	0
BEX1	-20000	21588	0	1588	exon	961	966	0
BEX1	-20000	21588	0	1588	exon	966	1344	0
BGN	-20000	34658	0	14658	exon	0	225	0
BGN	-20000	34658	0	14658	exon	10349	10462	0
BGN	-20000	34658	0	14658	exon	10974	11188	0
BGN	-20000	34658	0	14658	exon	11640	11751	0
BGN	-20000	34658	0	14658	exon	11941	12035	0
BGN	-20000	34658	0	14658	exon	12158	12297	0
BGN	-20000	34658	0	14658	exon	13359	13557	0
BGN	-20000	34658	0	14658	exon	13557	14658	0
BGN	-20000	34658	0	14658	exon	9732	9743	0
BGN	-20000	34658	0	14658	exon	9743	9981	0
BMP2	-20000	32166	0	12166	exon	0	778	0
BMP2	-20000	32166	0	12166	exon	10147	10992	0
BMP2	-20000	32166	0	12166	exon	10992	12166	0
BMP2	-20000	32166	0	12166	exon	2022	2029	0
BMP2	-20000	32166	0	12166	exon	2029	2375	0
BMP4	-20000	27100	0	7100	exon	0	287	0
BMP4	-20000	27100	0	7100	exon	3436	3561	0
BMP4	-20000	27100	0	7100	exon	4607	4614	0
BMP4	-20000	27100	0	7100	exon	4614	4984	0
BMP4	-20000	27100	0	7100	exon	5948	6805	0
BMP4	-20000	27100	0	7100	exon	6805	7100	0
BMP6	-20000	174951	0	154951	exon	0	178	0
BMP6	-20000	174951	0	154951	exon	118362	118555	0
BMP6	-20000	174951	0	154951	exon	134673	134822	0
BMP6	-20000	174951	0	154951	exon	135523	135721	0
BMP6	-20000	174951	0	154951	exon	152296	152373	0
BMP6	-20000	174951	0	154951	exon	153213	153324	0
BMP6	-20000	174951	0	154951	exon	153416	153566	0
BMP6	-20000	174951	0	154951	exon	153566	154951	0
BMP6	-20000	174951	0	154951	exon	178	842	0
BNIP3	-20000	34232	0	14232	exon	0	125	0
BNIP3	-20000	34232	0	14232	exon	10961	11068	0
BNIP3	-20000	34232	0	14232	exon	11144	11294	0
BNIP3	-20000	34232	0	14232	exon	125	171	0
BNIP3	-20000	34232	0	14232	exon	13362	13408	0
BNIP3	-20000	34232	0	14232	exon	13408	14232	0
BNIP3	-20000	34232	0	14232	exon	7988	8139	0
BNIP3	-20000	34232	0	14232	exon	8813	8898	0
BRCA1	-20000	146109	0	126109	exon	0	278	0
BRCA1	-20000	146109	0	126109	exon	102708	102796	0
BRCA1	-20000	146109	0	126109	exon	106452	106530	0
BRCA1	-20000	146109	0	126109	exon	107030	107071	0
BRCA1	-20000	146109	0	126109	exon	113268	113352	0
BRCA1	-20000	146109	0	126109	exon	119286	119341	0
BRCA1	-20000	146109	0	126109	exon	121209	121283	0
BRCA1	-20000	146109	0	126109	exon	122700	122761	0
BRCA1	-20000	146109	0	126109	exon	124601	124726	0
BRCA1	-20000	146109	0	126109	exon	124726	126109	0
BRCA1	-20000	146109	0	126109	exon	54624	54678	0
BRCA1	-20000	146109	0	126109	exon	63870	63877	0
BRCA1	-20000	146109	0	126109	exon	63877	63948	0
BRCA1	-20000	146109	0	126109	exon	65447	65536	0
BRCA1	-20000	146109	0	126109	exon	66142	66282	0
BRCA1	-20000	146109	0	126109	exon	70523	70629	0
BRCA1	-20000	146109	0	126109	exon	73114	73160	0
BRCA1	-20000	146109	0	126109	exon	74481	74558	0
BRCA1	-20000	146109	0	126109	exon	75543	75660	0
BRCA1	-20000	146109	0	126109	exon	79371	79460	0
BRCA1	-20000	146109	0	126109	exon	87828	88000	0
BRCA1	-20000	146109	0	126109	exon	93792	93916	0
BRCA1	-20000	146109	0	126109	exon	95882	96073	0
BRCA1	-20000	146109	0	126109	exon	99165	99476	0
CALCR	-20000	170244	0	150244	exon	0	39	0
CALCR	-20000	170244	0	150244	exon	102243	102356	0
CALCR	-20000	170244	0	150244	exon	105924	106016	0
CALCR	-20000	170244	0	150244	exon	112620	112668	0
CALCR	-20000	170244	0	150244	exon	113783	113910	0
CALCR	-20000	170244	0	150244	exon	130973	131127	0
CALCR	-20000	170244	0	150244	exon	136460	136521	0
CALCR	-20000	170244	0	150244	exon	136604	136671	0
CALCR	-20000	170244	0	150244	exon	138560	138779	0
CALCR	-20000	170244	0	150244	exon	140436	140478	0
CALCR	-20000	170244	0	150244	exon	148141	148375	0
CALCR	-20000	170244	0	150244	exon	148375	150244	0
CALCR	-20000	170244	0	150244	exon	224	442	0
CALCR	-20000	170244	0	150244	exon	78756	78799	0
CALCR	-20000	170244	0	150244	exon	78799	78827	0
CALCR	-20000	170244	0	150244	exon	87723	87800	0
CALCR	-20000	170244	0	150244	exon	95223	95377	0
CALCR	-20000	170244	0	150244	exon	97062	97173	0
CBX2	-3801	38939	0	9473	exon	0	58	0
CBX2	-3801	38939	0	9473	exon	1184	1250	0
CBX2	-3801	38939	0	9473	exon	206	250	0
CBX2	-3801	38939	0	9473	exon	3518	3624	0
CBX2	-3801	38939	0	9473	exon	5554	6865	0
CBX2	-3801	38939	0	9473	exon	58	130	0
CBX2	-3801	38939	0	9473	exon	6865	9473	0
CBX3	-20000	32397	0	12397	exon	0	351	0
CBX3	-20000	32397	0	12397	exon	10451	10546	0
CBX3	-20000	32397	0	12397	exon	10871	10998	0
CBX3	-20000	32397	0	12397	exon	10998	12397	0
CBX3	-20000	32397	0	12397	exon	1760	1788	0
CBX3	-20000	32397	0	12397	exon	1788	1812	0
CBX3	-20000	32397	0	12397	exon	5157	5300	0
CBX3	-20000	32397	0	12397	exon	7182	7345	0
CBX4	-20000	26259	0	6259	exon	0	163	0
CBX4	-20000	26259	0	6259	exon	1512	1578	0
CBX4	-20000	26259	0	6259	exon	163	232	0
CBX4	-20000	26259	0	6259	exon	360	404	0
CBX4	-20000	26259	0	6259	exon	3702	3769	0
CBX4	-20000	26259	0	6259	exon	4019	5456	0
CBX4	-20000	26259	0	6259	exon	5456	6259	0
CBX6	-20000	28011	0	8011	exon	0	63	0
CBX6	-20000	28011	0	8011	exon	308	352	0
CBX6	-20000	28011	0	8011	exon	496	562	0
CBX6	-20000	28011	0	8011	exon	5052	6045	0
CBX6	-20000	28011	0	8011	exon	6045	8011	0
CBX6	-20000	28011	0	8011	exon	63	132	0
CBX6	-20000	28011	0	8011	exon	707	774	0
CBX7	-20000	41760	0	21760	exon	0	89	0
CBX7	-20000	41760	0	21760	exon	11097	11163	0
CBX7	-20000	41760	0	21760	exon	13831	13898	0
CBX7	-20000	41760	0	21760	exon	17781	18133	0
CBX7	-20000	41760	0	21760	exon	18485	18643	0
CBX7	-20000	41760	0	21760	exon	18643	21760	0
CBX7	-20000	41760	0	21760	exon	2701	2745	0
CBX7	-20000	41760	0	21760	exon	89	158	0
CBX8	1	42741	0	0	-	-	-	0
CCNA2	-20000	27490	0	7490	exon	0	305	0
CCNA2	-20000	27490	0	7490	exon	1287	1531	0
CCNA2	-20000	27490	0	7490	exon	2842	2955	0
CCNA2	-20000	27490	0	7490	exon	305	518	0
CCNA2	-20000	27490	0	7490	exon	3168	3392	0
CCNA2	-20000	27490	0	7490	exon	4354	4562	0
CCNA2	-20000	27490	0	7490	exon	5020	5134	0
CCNA2	-20000	27490	0	7490	exon	5756	5890	0
CCNA2	-20000	27490	0	7490	exon	6247	6296	0
CCNA2	-20000	27490	0	7490	exon	6296	7490	0
CCNB1	-20000	31234	0	11234	exon	0	253	0
CCNB1	-20000	31234	0	11234	exon	10229	10340	0
CCNB1	-20000	31234	0	11234	exon	10514	10622	0
CCNB1	-20000	31234	0	11234	exon	10622	11234	0
CCNB1	-20000	31234	0	11234	exon	1163	1334	0
CCNB1	-20000	31234	0	11234	exon	253	274	0
CCNB1	-20000	31234	0	11234	exon	4260	4443	0
CCNB1	-20000	31234	0	11234	exon	7241	7400	0
CCNB1	-20000	31234	0	11234	exon	7867	8104	0
CCNB1	-20000	31234	0	11234	exon	8387	8528	0
CCNB1	-20000	31234	0	11234	exon	898	1069	0
CCNC	-20000	46428	0	26428	exon	0	97	0
CCNC	-20000	46428	0	26428	exon	10266	10318	0
CCNC	-20000	46428	0	26428	exon	16919	16975	0
CCNC	-20000	46428	0	26428	exon	17786	17822	0
CCNC	-20000	46428	0	26428	exon	18505	18597	0
CCNC	-20000	46428	0	26428	exon	19239	19307	0
CCNC	-20000	46428	0	26428	exon	22340	22420	0
CCNC	-20000	46428	0	26428	exon	23584	23703	0
CCNC	-20000	46428	0	26428	exon	25205	25260	0
CCNC	-20000	46428	0	26428	exon	25260	26428	0
CCNC	-20000	46428	0	26428	exon	5866	5973	0
CCNC	-20000	46428	0	26428	exon	7133	7218	0
CCNC	-20000	46428	0	26428	exon	7378	7409	0
